drive,xmission,fuelType,classId,id,make,year,hp,torque
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Camry LE V6,Toyota,2010,268,248
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Toyota Camry SE,Toyota,2010,179,171
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Camry SE AT,Toyota,2010,179,171
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Camry SE V6,Toyota,2010,268,248
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Camry XLE,Toyota,2010,169,167
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Camry XLE V6,Toyota,2010,268,248
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volvo XC90  R-Design,Volvo,2010,235,236
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volvo XC90 R-Design,Volvo,2011,240,236
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volvo XC60 T6 R-Design,Volvo,2010,281,295
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volvo XC60 T6 R-Design,Volvo,2011,300,325
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volvo XC60 3.2 R-Design,Volvo,2011,240,236
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Volvo V50 R-Design AT,Volvo,2010,227,236
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Volvo V50 R-Design,Volvo,2011,227,236
All-wheel drive,6 Speed Automatic Select Shift,E85,Automatic transmission,2012 Bentley Continental GT,Bentley,2012,567,516
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Bentley Continental GT,Bentley,2010,552,479
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Bentley Continental GT Speed,Bentley,2010,600,553
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Ford Focus Coupe SE,Ford,2010,140,136
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Focus Coupe SE AT,Ford,2010,140,136
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Ford Focus Coupe SES,Ford,2010,140,136
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Ford Focus Coupe SES AT,Ford,2010,140,136
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Bentley Continental GTC Speed,Bentley,2011,600,553
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Bentley Continental GTC Speed,Bentley,2010,600,553
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Bentley Continental GTC,Bentley,2010,552,479
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Bentley Azure T,Bentley,2010,500,738
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Toyota Corolla,Toyota,2011,132,128
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Corolla AT,Toyota,2011,132,128
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Corolla LE,Toyota,2011,132,128
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Toyota Corolla S,Toyota,2011,132,128
Front-wheel drive,4 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Corolla S AT,Toyota,2011,132,128
Rear-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Rolls-Royce Ghost,Rolls-Royce,2010,563,575
All-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Audi A5 Cabriolet 2.0 T Quattro,Audi,2011,211,258
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Audi A5 Cabriolet 2.0 T Quattro,Audi,2010,211,258
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Rolls-Royce Phantom Sedan,Rolls-Royce,2010,453,531
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Rolls-Royce Phantom Sedan EWB,Rolls-Royce,2010,453,531
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Audi A5 Coupe 2.0 T,Audi,2012,211,258
All-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Audi A5 Coupe 2.0 T AT,Audi,2012,211,258
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Rolls-Royce Phantom Coupe,Rolls-Royce,2010,453,531
All-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Audi A5 Coupe 2.0 T AT,Audi,2011,211,258
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Audi A5 Coupe 2.0 T,Audi,2011,211,258
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Audi A5 Coupe 2.0 T,Audi,2010,211,258
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Audi A5 Coupe 3.2,Audi,2010,265,243
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Audi A5 Coupe 2.0 T AT,Audi,2010,211,258
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Rolls-Royce Phantom Drophead Coupe,Rolls-Royce,2010,453,531
Rear-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Rolls-Royce Ghost,Rolls-Royce,2011,563,575
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Honda Accord EX-L V-6 Sedan,Honda,2010,271,254
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Rolls-Royce Phantom Sedan,Rolls-Royce,2011,453,531
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Honda Accord LX Sedan,Honda,2011,177,161
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord LX Sedan AT,Honda,2011,177,161
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord LX-P Sedan,Honda,2011,177,161
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord SE Sedan,Honda,2011,177,161
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Honda Accord EX Sedan,Honda,2011,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord EX Sedan AT,Honda,2011,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord EX V-6 Sedan,Honda,2011,271,254
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord EX-L Sedan,Honda,2011,190,162
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord EX-L V-6 Sedan,Honda,2011,271,254
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Rolls-Royce Phantom Sedan EWB,Rolls-Royce,2011,453,531
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Rolls-Royce Phantom Coupe,Rolls-Royce,2011,453,531
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Rolls-Royce Phantom Drophead Coupe,Rolls-Royce,2011,453,531
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Jetta SEL PZEV,Volkswagen,2011,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Jetta SE PZEV AT,Volkswagen,2011,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Jetta AT,Volkswagen,2011,115,125
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Jetta S AT,Volkswagen,2011,115,125
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Jetta SE AT,Volkswagen,2011,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Jetta SEL PZEV AT,Volkswagen,2011,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Jetta,Volkswagen,2011,115,125
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Jetta SEL AT,Volkswagen,2011,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Jetta SE,Volkswagen,2011,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Jetta SEL,Volkswagen,2011,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Jetta SE PZEV,Volkswagen,2011,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Jetta S,Volkswagen,2011,115,125
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Toyota Corolla,Toyota,2010,132,128
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Corolla AT,Toyota,2010,132,128
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Toyota Corolla S,Toyota,2010,132,128
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Corolla S AT,Toyota,2010,132,128
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Corolla LE,Toyota,2010,132,128
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Corolla XLE,Toyota,2010,132,128
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Toyota Corolla XRS,Toyota,2010,158,162
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Corolla XRS AT,Toyota,2010,158,162
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Toyota FJ Cruiser,Toyota,2011,260,271
Four-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Toyota FJ Cruiser 4WD,Toyota,2011,260,271
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Toyota FJ Cruiser 4WD AT,Toyota,2011,260,271
All-wheel drive,8 Speed Automatic Select Shift,Gasoline,Automatic transmission,2012 Audi A6 Sedan 3.0 T,Audi,2012,310,325
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Audi A6 Sedan 3.0 T,Audi,2011,300,310
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Jetta SE AT,Volkswagen,2010,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Jetta S AT,Volkswagen,2010,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Jetta SE PZEV AT,Volkswagen,2010,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta Limited Edition,Volkswagen,2010,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta S,Volkswagen,2010,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Jetta Limited Edition AT,Volkswagen,2010,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Jetta S PZEV AT,Volkswagen,2010,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta S PZEV,Volkswagen,2010,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Jetta Limited Edition PZEV AT,Volkswagen,2010,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta Sedan SE PZEV,Volkswagen,2010,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta SE,Volkswagen,2010,170,177
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta Wolfsburg Edition,Volkswagen,2010,200,207
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta Wolfsburg Edition PZEV,Volkswagen,2010,200,207
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta TDI Clean Diesel,Volkswagen,2010,140,236
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Jetta SEL PZEV AT,Volkswagen,2010,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Volkswagen Jetta SEL AT,Volkswagen,2010,170,177
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Volkswagen Jetta TDI Cup Edition,Volkswagen,2010,140,236
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota FJ Cruiser,Toyota,2010,260,271
Four-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Toyota FJ Cruiser 4WD,Toyota,2010,260,271
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota FJ Cruiser 4WD AT,Toyota,2010,260,271
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Highlander,Toyota,2011,187,186
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Highlander V6,Toyota,2011,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Highlander V6 4WD,Toyota,2011,270,248
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Highlander SE,Toyota,2011,187,186
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Highlander SE V6,Toyota,2011,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Highlander SE V6 4WD,Toyota,2011,270,248
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Highlander Limited,Toyota,2011,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Highlander Limited 4WD,Toyota,2011,270,248
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Highlander,Toyota,2010,187,186
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Highlander V6,Toyota,2010,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Highlander V6 4WD,Toyota,2010,270,248
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Highlander Sport,Toyota,2010,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Highlander Sport 4WD,Toyota,2010,270,248
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Highlander SE,Toyota,2010,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Highlander SE 4WD,Toyota,2010,270,248
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Highlander Limited,Toyota,2010,270,248
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Highlander Limited 4WD,Toyota,2010,270,248
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord Crosstour EX Hatchback,Honda,2011,271,254
Front-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord Crosstour EX-L Hatchback,Honda,2011,271,254
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Honda Accord Crosstour EX-L Hatchback 4WD,Honda,2011,271,254
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Land Cruiser,Toyota,2011,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Land Cruiser,Toyota,2010,381,401
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Toyota Matrix,Toyota,2011,132,128
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 Toyota Matrix AT,Toyota,2011,132,128
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Toyota Matrix S,Toyota,2011,158,162
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Toyota Matrix S AT,Toyota,2011,158,162
All-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2011 Toyota Matrix S AT AWD,Toyota,2011,158,162
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Maybach 57 Zeppelin,Maybach,2010,631,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Maybach 57,Maybach,2010,543,664
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Maybach 57 S,Maybach,2010,604,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Maybach 57 Zeppelin,Maybach,2011,631,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Maybach 57 S,Maybach,2011,620,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Maybach 62,Maybach,2010,543,664
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Maybach 62 S,Maybach,2010,604,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Maybach 62 Zeppelin,Maybach,2010,631,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Maybach 62 S,Maybach,2011,620,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Maybach 62,Maybach,2011,543,664
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2009 Maybach Landaulet,Maybach,2009,604,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Maybach Landaulet,Maybach,2010,604,738
Rear-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Maybach Landaulet,Maybach,2011,620,738
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Toyota Matrix,Toyota,2010,132,128
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Matrix  AT,Toyota,2010,132,128
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Toyota Matrix  S,Toyota,2010,158,162
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Matrix S AT,Toyota,2010,158,162
All-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Matrix S AT AWD,Toyota,2010,158,162
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Toyota Matrix XRS,Toyota,2010,158,162
Front-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Matrix XRS AT,Toyota,2010,158,162
Front-wheel drive,4 Speed Automatic,Gasoline,Automatic transmission,2010 Toyota Matrix  AT,Nissan,2010,132,128
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Nissan Armada SV 4x4 FFV,Nissan,2011,317,385
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Nissan Armada Platinum 4x4,Nissan,2011,317,385
Four-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Nissan Armada SL 4x4 FFV,Nissan,2011,317,385
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Nissan Armada Platinum,Nissan,2011,317,385
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Nissan Armada SV FFV,Nissan,2011,317,385
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2011 Nissan Armada SL FFV,Nissan,2011,317,385
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Jetta SportWagen S PZEV,Volkswagen,2011,170,177
Front-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Volkswagen Jetta SportWagen S PZEV AT,Volkswagen,2011,170,177
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Volkswagen Jetta SportWagen S,Volkswagen,2011,170,177
